Name,Description,Update
Universidad Nacional del Altiplano de Puno,"La Universidad Nacional del Altiplano de Puno (siglas: UNAP) es una universidad pública ubicada en la ciudad de Puno, Perú. Es una de las primeras universidades…",50 kB (4161 palabras) - 15:57 31 may 2023
Universidad Pompeu Fabra,La Universidad Pompeu Fabra (UPF) es una universidad pública española ubicada en la ciudad de Barcelona. Académicamente está entre las 2000 mejores del…,13 kB (1238 palabras) - 11:38 15 may 2023
Universidad Internacional de La Rioja,"doctorado. Desde 2013, la Universidad Internacional de La Rioja ofrece el primer programa de doctorado en línea en España que se titula Sociedad del…",21 kB (2285 palabras) - 09:33 13 may 2023
Universidad Nebrija,"Universidades[2] que autorizaba la creación de universidades privadas en España, los dirigentes del proyecto diseñaron la creación de la Universidad…",14 kB (1369 palabras) - 13:24 24 mar 2023
Universidad SEK Chile,"Institución Internacional SEK, institución educativa con colegios y universidades fundada en España en 1990. Su primer campus fue el Parque Arrieta en la comuna…",5 kB (482 palabras) - 21:56 27 mar 2023
Universidad de Osuna,"La antigua Universidad de Osuna (Sevilla, España) es uno de los ejemplos más significativos de la cultura española, tanto por su peculiar fisonomía como…",11 kB (1639 palabras) - 07:25 26 may 2023
Universidad de Alicante,"La Universidad de Alicante (en valenciano, Universitat d'Alacant; en siglas, UA) es una universidad pública española con sede en San Vicente del Raspeig…",16 kB (1534 palabras) - 11:31 23 abr 2023
Universidad Centroamericana José Simeón Cañas,"de España, colocan a la UCA como la primera mejor universidad salvadoreña.[6] [7] UCA El Salvador destaca aún por delante de otras universidades más…",18 kB (1793 palabras) - 10:39 28 ene 2023
Universidad de California en Berkeley,"La Universidad de California en Berkeley (en idioma inglés University of California, Berkeley), también conocida como Berkeley o Cal,[1] es una universidad…",164 kB (17 383 palabras) - 07:14 8 jun 2023
Universidad Loyola Chicago,tiene en el Escudo de armas de Loyola (España). Wikimedia Commons alberga una categoría multimedia sobre Universidad Loyola Chicago. Sitio web oficial (en…,5 kB (508 palabras) - 18:35 30 oct 2022
Universidad de Ratisbona,"Francia, Italia y España. Universidades en Kanazawa, Japón y Corea del Sur ofrecen oportunidades para que estudiantes de la Universidad de Ratisbona adelanten…",10 kB (1025 palabras) - 11:01 14 abr 2023
Universidad CEU Cardenal Herrera,la Universidad CEU Cardenal Herrera». abc. 15 de julio de 2019. Consultado el 7 de abril de 2020.  «Universidades privadas con más alumnos España 2019»…,9 kB (836 palabras) - 18:21 17 may 2023
Universidad de Buenos Aires,La Universidad de Buenos Aires (UBA) es una universidad pública argentina con sede en la Ciudad de Buenos Aires. Fue fundada el 12 de agosto de 1821 por…,83 kB (8235 palabras) - 20:15 17 abr 2023
Universidad de Las Palmas de Gran Canaria Club de Fútbol,"El Universidad de Las Palmas de Gran Canaria Club de Fútbol, también conocido popularmente como Universidad de Las Palmas, Uni o por sus siglas ULPGC,…",60 kB (5678 palabras) - 20:41 9 jun 2023
Universidad Eclesiástica San Dámaso,La Universidad Eclesiástica San Dámaso (UESD) es una universidad eclesiástica erigida por la Santa Sede en la Archidiócesis de Madrid (España). Imparte…,19 kB (1934 palabras) - 20:34 20 feb 2023
Universidad Abad Oliva CEU,"ubicada en Barcelona, España.[3] Adquirió dicha condición en 2003 por decreto del Parlamento de Cataluña, que elevó a universidad el homónimo colegio universitario…",17 kB (2094 palabras) - 15:55 10 mar 2023
Universidad Nacional de Trujillo,La Universidad Nacional de Trujillo (siglas: UNT o UNITRU) es una universidad pública peruana ubicada en la ciudad de Trujillo. Fue fundada el 10 de mayo…,32 kB (3384 palabras) - 06:25 12 may 2023
Universidad de Guanajuato,"La Universidad de Guanajuato (UG), benemérita[2] y autónoma es una universidad pública mexicana. Se dedica a la educación en los niveles medio superior…",37 kB (3584 palabras) - 23:56 12 may 2023
Universidad de Brístol,La Universidad de Brístol (en inglés: University of Bristol; lat.: Universitas Bristoliensis) es una universidad pública del Reino Unido situada en la…,12 kB (1192 palabras) - 06:04 13 feb 2023
Universidad DePaul,"[2] Tiene acuerdos de intercambio de estudiantes con la Universidad Europea de Madrid, España. DePaul tiene una de las escuelas de negocios más antiguas…",4 kB (366 palabras) - 15:35 30 oct 2022
Universidad Politécnica de Valencia,La Universidad Politécnica de Valencia (nombre oficial: Universitat Politècnica de València)[5] o UPV es una universidad pública española con sede en…,50 kB (6209 palabras) - 12:10 26 mar 2023
Universidad UTE,"La Universidad UTE es una universidad privada creada el 9 de agosto de 1971, bajo el nombre de Instituto Tecnológico Equinoccial. El 18 de febrero de 1986…",14 kB (1150 palabras) - 03:38 27 oct 2022
Universidad Nacional de San Cristóbal de Huamanga,"II de España. Su creación también contó con la confirmación del Papa Inocencio XI, mediante Bula Pontificia. Inicialmente fue una universidad aristocrática…",19 kB (1566 palabras) - 07:42 9 ene 2023
Universidad Autónoma de Yucatán,La Universidad Autónoma de Yucatán (UADY) es una institución universitaria de carácter público y autónomo cuya sede se localiza en la ciudad de Mérida…,57 kB (4577 palabras) - 15:49 13 abr 2023
Universidad Nacional Federico Villarreal,"Tunas de la Universidad de Aveiro). En el año 2022 realizó una gira por las principales capitales europeos, visitando países como Portugal, España, Francia…",24 kB (1285 palabras) - 21:34 13 abr 2023
Universidad Laboral de Córdoba,"La Universidad Laboral de Córdoba fue inaugurada el 5 de noviembre de 1956 con el nombre de Onésimo Redondo, en Córdoba, España. Situada en el ""km 395""…",4 kB (466 palabras) - 12:12 21 ago 2022
Universidad Católica de Valencia San Vicente Mártir,"La Universidad Católica de Valencia ""San Vicente Mártir"" es una universidad privada y católica, con sede en Valencia, Comunidad Valenciana (España) y…",15 kB (1713 palabras) - 17:04 29 may 2023
Universidad de verano,"concepto aparece en España en 1932, como una de las derivaciones de la Institución Libre de Enseñanza, con la creación de la Universidad Internacional de…",1 kB (123 palabras) - 10:39 23 oct 2019
Universidad de Burgos,"La Universidad de Burgos (UBu) es una universidad pública situada en la ciudad española de Burgos, creada en 1994. En el año 2022 cuenta con unos 8500…",17 kB (1472 palabras) - 06:57 27 may 2023
Universidad Francisco Marroquín,"La Universidad Francisco Marroquín, también conocida por su acrónimo UFM, es una universidad privada y laica ubicada en la Ciudad de Guatemala, Guatemala…",8 kB (623 palabras) - 06:50 1 may 2023
Universidad de La Serena,"universitaria del canto popular y romántico, que surgió en las universidades de la vieja España, allá por el siglo XVI; como también, ser un medio de expresión…",19 kB (2054 palabras) - 09:03 14 abr 2023
Universidad de Córdoba,"Córdoba, ubicada en la ciudad de Montería, en el departamento de Córdoba (Colombia); o la Universidad de Córdoba, ubicada en la ciudad de Córdoba (España).…",438 bytes (46 palabras) - 15:42 17 dic 2017
Universidad Politécnica de Cartagena,"desde el 3 de agosto de 1998.[2] La Universidad Politécnica de Cartagena es la universidad técnica más joven de España, aunque varias de sus escuelas se…",15 kB (1657 palabras) - 06:53 16 may 2023
Universidad París-Dauphine,"dobles titulaciones con 2 Universidades: Universidad Autónoma de Madrid, Universidad que se sitúa entre las primeras de España (ranking) Johann Wolfgang…",15 kB (1698 palabras) - 21:13 23 may 2023
Universidad Nacional de Costa Rica,"La Universidad Nacional de Costa Rica (UNA) es una de las cinco universidades estatales de Costa Rica, junto con la Universidad de Costa Rica, el Tecnológico…",16 kB (1709 palabras) - 07:28 30 abr 2023
Universidad de Rhode Island,"convenios con la Universidad de Cantabria (Santander), la Universidad de Navarra (campus de San Sebastián) y la Universidad de Zaragoza en España y con el Instituto…",3 kB (239 palabras) - 20:04 12 ene 2022
Universidad de Puerto Rico,"La Universidad de Puerto Rico (UPR) es un sistema público universitario de Puerto Rico. Es el sistema universitario más grande de Puerto Rico, y cuenta…",31 kB (3681 palabras) - 21:49 20 may 2023
Universidad Tecmilenio,Universidad de Oviedo de España; la Universidad de Nottingham del Reino Unido; la Universidad Tecnológica Checa en Praga y la Universidad Federal de Rio Grande…,31 kB (2838 palabras) - 12:10 26 may 2023
Universidad de Virginia,"La Universidad de Virginia (en inglés University of Virginia), también conocida como U.Va., UVA, Universidad del Sr. Jefferson, o La Universidad, es una…",14 kB (1498 palabras) - 12:12 14 abr 2023
Universidad Pontificia de Salamanca,"La Universidad Pontificia de Salamanca (UPSA) es una universidad católica española, de carácter privado, fundada en 1940 y ubicada en Salamanca, con campus…",9 kB (967 palabras) - 13:07 28 mar 2023
Universidad Abierta de Cataluña,"La Universidad Abierta de Cataluña[3](en catalán: Universitat Oberta de Catalunya), conocida como la UOC, es una universidad a distancia que se organiza…",20 kB (2223 palabras) - 11:10 2 jun 2023
Universidad de Los Andes (Venezuela),reconocida como Universidad el 21 de septiembre de 1810 bajo decreto expedido por la Junta Gubernativa de la provincia de la Corona de España. Es una de las…,56 kB (5439 palabras) - 21:29 26 may 2023
Universidad de Qarawiyyin,La Universidad de Qarawiyyin o Al-Karaouine (en árabe جامعة القرويين) es una universidad islámica y mezquita ubicada en la ciudad de Fez (Marruecos).…,39 kB (4947 palabras) - 16:55 30 abr 2023
Universidad Adam Mickiewicz de Poznań,"Francia Universidad Complutense de Madrid – España Indiana University of Pennsylvania, Indiana – EE. UU. Universidad de Cornell Ithaca, (NY) – EE. UU. Università…",7 kB (743 palabras) - 12:48 21 mar 2023
Universidad de Oñate,"La Universidad de Oñate (en euskera: Oñatiko Unibertsitatea; en latín: Universitas Onnacensis), oficialmente Universidad del Espíritu Santo (en latín:…",10 kB (990 palabras) - 08:00 5 ene 2023
Universidad Yachay Tech,"La Universidad de Investigación de Tecnología Experimental Yachay, también conocida como Universidad Yachay o Yachay Tech es una universidad pública del…",23 kB (2084 palabras) - 04:05 29 may 2023
Universidad La Salle (México),"Las Universidades La Salle son universidades privadas y de inspiración cristiana en México, que imparten estudios de bachillerato, licenciatura, maestría…",11 kB (1267 palabras) - 18:40 30 ene 2023
Universidad del Rosario,top cinco a nivel Colombia. La Universidad del Rosario fue fundada en 1653 con la licencia concedida por el rey de España Felipe IV a Fray Cristóbal de…,46 kB (5116 palabras) - 18:21 10 may 2023
Universidad de Pamplona,"Calidad. Ostenta convenios inter-institucionales con universidades de Estados Unidos,[7] España,[8][9] Francia, Inglaterra, Alemania y China,[10][11]…",96 kB (8578 palabras) - 16:14 17 may 2023
Universidad Técnica Federico Santa María,"La Universidad Técnica Federico Santa María, también conocida por sus siglas UTFSM o más comúnmente USM, es una universidad tradicional privada chilena…",34 kB (4306 palabras) - 20:28 1 may 2023
Universidad Nacional de Cuyo,"Universidad Nacional de Cuyo (UNCUYO) es el mayor centro de educación superior de la Provincia de Mendoza, República Argentina. Fue creada en 1939 en…",49 kB (5301 palabras) - 20:11 5 abr 2023
Universidad Federal de Bahía,"órgano de España, bancado por la Unión Europea, como siendo la 16.ª mejor universidad de América Latina, 11.ª de Brasil y 7.ª entre las universidades federales…",10 kB (732 palabras) - 00:41 24 ene 2023
Universidad Nacional Autónoma de Honduras,"en el Centro Cultural de España en Tegucigalpa integra conjuntamente con la Biblioteca Nacional de Honduras, la Universidad Pedagógica Nacional Francisco…",50 kB (5084 palabras) - 16:04 23 may 2023
Universidad Cristóbal Colón,"La Universidad Cristóbal Colón es una universidad privada, localizada en la ciudad de Veracruz, México. Fundada en 1969 por el P. Antonio Torrente Viver…",14 kB (1834 palabras) - 02:39 31 mar 2022
Universidad de Antioquia,"La Universidad de Antioquia (U. de A.) es una institución de educación superior colombiana, ubicada en el departamento de Antioquia. Fundada en 1803 como…",105 kB (11 119 palabras) - 10:08 23 may 2023
Universidad de Montevideo,"La Universidad de Montevideo (UM) es una universidad privada ubicada en Montevideo, Uruguay. Comenzó sus actividades académicas en 1986 y obtuvo el título…",12 kB (1363 palabras) - 09:43 14 abr 2023
Universidad Nacional de Asunción,La Universidad Nacional de Asunción (U. N. A.) es la institución estatal de estudios terciarios más antigua de la República del Paraguay y la de mayor…,24 kB (2655 palabras) - 20:47 19 mar 2023
Universidad Pontificia de Santo Tomás de Aquino (Chile),"España, autorizaba a todos los colegios dominicos americanos que lo solicitaban, siempre que se encontraran a más de 200 millas de las universidades de…",11 kB (1189 palabras) - 01:25 9 ene 2023
Universidad Nacional de Avellaneda,"Museología y Repositorios Culturales y Naturales La Universidad posee 5 sedes:[3] Sede «España», Rectorado: España 350 esq. Colón, Avellaneda. Sede «Piñeiro»…",13 kB (1396 palabras) - 16:54 15 mar 2023
Universidad de Växjö,"Universidad de Lund, y finalmente en 1999 se convierte en una universidad independiente. En cuanto a población estudiantil, es la segunda universidad…",2 kB (259 palabras) - 16:28 12 dic 2020
Universidad Pontificia de Santo Tomás de Aquino,"La Pontificia Universidad de Santo Tomás de Aquino en Roma, comúnmente conocida como Angelicum, es la Universidad de los Dominicos en Roma, y una de las…",8 kB (880 palabras) - 23:38 27 feb 2023
Universidad de Nariño,"La Universidad de Nariño es una universidad pública colombiana que, como institución de educación superior en inspección y vigilancia por medio de las…",17 kB (2104 palabras) - 19:15 30 abr 2023
Universidad de Cagliari,"Felipe III de España.[1] Entre 1970 y 1973 se convocan en Italia los concursos de ideas para la construcción de las nuevas universidades, entre ellas…",6 kB (687 palabras) - 16:31 5 abr 2022
Universidad (Albacete),Universidad es un barrio de Albacete (España) situado al sur de la capital. Tiene una población de 4772 habitantes (2012).[1] Alberga grandes infraestructuras…,11 kB (728 palabras) - 14:18 13 abr 2023
Universidad Católica de Córdoba,"universidad jesuítica de Córdoba (Universidad Mayor de San Carlos) hasta la expulsión de los jesuitas de los dominios de España en 1767, hoy UNC, han sido declaradas…",16 kB (1807 palabras) - 01:32 29 mar 2023
Universidad Anáhuac México,"Dicha red posee dieciséis universidades a nivel internacional con diez instituciones en México, una en Chile, una en España, dos en Italia y dos más en…",9 kB (1034 palabras) - 17:44 5 may 2023
Universidad Autónoma de Asunción,"La Universidad Autónoma de Asunción, tiene su origen en una Escuela de Negocios: la Escuela Superior de Administración de Empresas (ESAE), fundada en…",11 kB (1123 palabras) - 02:52 12 feb 2022
Universidad del Norte (Colombia),"a la Universidad Industrial de Santander, la Universidad EAFIT, la Universidad del Rosario, la Pontificia Universidad Javeriana y la Universidad Externado…",20 kB (1947 palabras) - 13:39 23 dic 2022
Universidad Europea de Canarias,La Universidad Europea de Canarias[1] (UEC) es la primera[2] institución de educación superior privada de las Islas Canarias[3] (España). Comenzó su…,4 kB (234 palabras) - 19:45 23 dic 2022
Universidad Anáhuac Mayab,"La Universidad Anáhuac Mayab, miembro de la Red de Universidades Anáhuac, es una institución educativa privada de nivel superior ubicada en Mérida, Yucatán…",9 kB (764 palabras) - 19:36 15 feb 2023
Universidad Nacional José Faustino Sánchez Carrión,"La Universidad Nacional José Faustino Sánchez Carrión (siglas: UNJFSC) es una universidad pública ubicada en la ciudad de Huacho, capital de la Región…",16 kB (1622 palabras) - 16:27 15 may 2023
Universidad Central de Venezuela Fútbol Club,"La Universidad Central de Venezuela Fútbol Club, también conocido como Universidad Central o por sus siglas UCV, es un equipo de fútbol venezolano con…",15 kB (674 palabras) - 01:20 11 may 2023
Universidad Rovira i Virgili,"La Universidad Rovira i Virgili[1] (URV) —en catalán Universitat Rovira i Virgili— es una universidad pública con centros en Tarragona, Reus, Vilaseca…",13 kB (1215 palabras) - 18:55 22 oct 2022
Universidad ICESI,La Universidad Icesi (originalmente las siglas de Instituto Colombiano de Estudios Superiores de Incolda) es una institución educativa privada en Cali…,13 kB (1261 palabras) - 23:35 29 abr 2023
Universidad de Santa Catalina,La Pontificia y Real Universidad de Santa Catalina o Universidad de Osma fue fundada en 1550 por el obispo portugués Pedro Álvarez de Acosta en El Burgo…,8 kB (983 palabras) - 23:04 2 ago 2019
Universidad de Gandía,Llegó a ser la primera universidad jesuita en el mundo y la única en España.[3] El duque Francisco de Borja fundó la universidad gracias a la bula Copiosus…,5 kB (388 palabras) - 08:01 14 abr 2023
Universidad Yeshiva,"La Universidad Yeshiva (en inglés:Yeshiva University ) es una universidad privada judía de Nueva York. Tiene seis campus universitarios, uno de ellos en…",26 kB (3215 palabras) - 05:04 14 abr 2023
Universidad François-Rabelais,11 de julio de 2015. Programa del concierto España en Europa: Música del Siglo XVIII para tecla. Universidad de La Rioja y por el Ministerio de Ciencia…,3 kB (196 palabras) - 18:05 9 dic 2020
"Universidad de Las Palmas de Gran Canaria Club de Fútbol ""B""","El Universidad de Las Palmas de Gran Canaria Club de Fútbol B es un club de fútbol, filial del Universidad de Las Palmas de Gran Canaria Club de Fútbol…",6 kB (242 palabras) - 07:41 23 ene 2022
Universidad de León Ademar,pertenecientes todos ellos al Abanca Ademar León representarán a la Universidad en los Campeonatos de España Universitarios de balonmano en categoría Masculina. Web…,2 kB (77 palabras) - 11:11 1 jun 2023
Universidad Mayor de San Simón,Consejo Superior de Investigaciones Científicas (CSIC) de España. Es una de las mejores universidades de Bolivia por su prestigio académico a nivel nacional…,11 kB (1211 palabras) - 20:33 13 abr 2023
Universidad Politécnica de Canarias,"La Universidad Politécnica de Canarias, fundada como Universidad Politécnica de Las Palmas, fue una universidad española existente entre 1979 y 1989. Fue…",3 kB (284 palabras) - 14:32 23 dic 2022
Universidad Autónoma del Carmen,"La Universidad Autónoma del Carmen (conocida también por sus siglas UNACAR) es una universidad autónoma mexicana ubicada en el municipio del Carmen, estado…",28 kB (3874 palabras) - 16:00 12 may 2023
Universidad Católica de Eichstaett-Ingolstadt,"La Universidad Católica Eichstätt-Ingolstadt (KU), Katholische Universität Eichstätt-Ingolstadt en alemán, es la única universidad católica en los países…",8 kB (767 palabras) - 12:42 5 ene 2023
Universidad Laboral de Alcalá de Henares,profesional Historia de la educación en España Ingeniería técnica en España Instituto de Educación Secundaria (IES) Universidad Laboral Anexo:Alcalá de Henares…,11 kB (925 palabras) - 16:05 20 mar 2023
Universidad Autónoma de Chiapas,(SAMFE) • Universidad Complutense de España • Instituto Nacional de Administración Pública • Secretaría de Desarrollo Social Ocelotes de la Universidad Autónoma…,28 kB (3590 palabras) - 23:40 14 sep 2022
Universidad de Lille Nord-de-France,"facultades y campus. En el 1562, por orden de Felipe II de España se crea la universidad de Douai (campus Artois - Université Lille Nord de France).…",3 kB (303 palabras) - 21:19 16 oct 2021
Universidad Nacional Experimental Politécnica Antonio José de Sucre,Clasificación académica de universidades del Consejo Superior de Investigaciones Científicas (CSIC) de España es la universidad número 636 de 3754 en la…,10 kB (1057 palabras) - 11:46 25 may 2023
Universidad Interamericana de Puerto Rico,"Ortega y Gasset en Toledo, la Universidad del País Vasco en España, la Universidad de Oxford, Inglaterra, Universidad de Bolonia, Italia, “Rouen Internacional…",12 kB (1238 palabras) - 15:47 20 may 2023
Universidad Gran Mariscal de Ayacucho,"La Universidad Nororiental Privada ""Gran Mariscal de Ayacucho"" (UGMA) es una Universitaria Privada con sede principal en Barcelona y con Núcleos en Maturín…",3 kB (197 palabras) - 11:42 8 jun 2023
Universidad del Valle de Atemajac,"La Universidad del Valle de Atemajac, más conocida por las siglas UNIVA, es un sistema educativo superior católico y privado presente en 6 Estados de…",9 kB (1020 palabras) - 13:22 26 abr 2023
Universidad de Granada Rugby,"Universidad de Granada Rugby es la sección rugby dentro del Club Deportivo Universidad de Granada dependiente de la Universidad de Granada, (España)…",10 kB (1257 palabras) - 20:28 25 may 2022
Universidad de los Hemisferios,"La Universidad Hemisferios (también conocida de forma abreviada como UHemisferios o UHE) es una universidad privada, una institución de Educación Superior…",7 kB (598 palabras) - 11:02 10 ene 2023
Universidad Nacional de Villa María,La Universidad Nacional de Villa María (UNVM) es una universidad pública argentina cuya sede central se encuentra en la ciudad de Villa María.[1] Además…,14 kB (1423 palabras) - 13:03 1 dic 2022
Universidad Autónoma de Zacatecas,La Universidad Autónoma de Zacatecas Francisco García Salinas (UAZ) es la máxima casa de estudios en el estado mexicano de Zacatecas. Actualmente está…,20 kB (2376 palabras) - 09:41 12 mar 2023
Universidad de la Ciudad de Manila,"La Universidad de la Ciudad de Manila (se usa el acrónimo PLM; University of the City of Manila, en inglés; Unibersidad ng Siyudad ng Maynila, en filipino)…",9 kB (822 palabras) - 18:12 30 oct 2022
Universidad Autónoma del Caribe Fútbol Club,"La Universidad Autónoma del Caribe Fútbol Club, conocido simplemente como Uniautónoma, fue un equipo de fútbol que participó en la Categoría Primera A…",35 kB (2962 palabras) - 02:06 20 mar 2023
Universidad de Morón,"La Universidad de Morón, fundada en 1960, es una institución educativa de gestión privada ubicada en Morón, Buenos Aires, Argentina. Es uno de los centros…",16 kB (1956 palabras) - 21:17 25 feb 2023
Universidad Nacional de Río Negro,"países como Holanda, Bélgica, España, Francia, Italia, Gran Bretaña, Alemania y otros países del mundo; (iii) una universidad que combine acertadamente las…",18 kB (1336 palabras) - 03:32 11 abr 2023
Universidad San Francisco de Quito,"La Universidad San Francisco de Quito USFQ es una universidad privada y laica de artes liberales que ofrece programas de pregrado, posgrado y doctorado…",17 kB (1938 palabras) - 17:35 27 may 2023
Universidad Autónoma de Guerrero,"con universidades de Argentina, Brasil, Canadá, Chile, Colombia, Cuba, España, Francia, Portugal, Puerto Rico, E.U.A., Uruguay y con Universidad de Quebec…",34 kB (2605 palabras) - 18:34 9 may 2023
Universidad de Alicante FSF,"El Universidad de Alicante FSF es un equipo de fútbol sala femenino de España perteneciente a la universidad del mismo nombre, situado en el municipio…",8 kB (331 palabras) - 20:16 5 feb 2023
Universidad Pedagógica y Tecnológica de Colombia,"La Universidad Pedagógica y Tecnológica de Colombia (UPTC) es una universidad pública, estatal de carácter nacional, sujeta a inspección y vigilancia por…",37 kB (1911 palabras) - 16:56 29 may 2023
Universidad de Ibagué,entre ellos se destacan los suscritos con las universidades de Salamanca y Castilla-La Mancha de España; Katholieke Universiteit Leuven y Universiteit…,17 kB (1666 palabras) - 23:13 7 nov 2022
Universidad Autónoma de Occidente,"'Bartolomé de las Casas' de la Universidad Carlos III de Madrid, España y la Universidad del Cauca. Desde el inicio de la Universidad se identificó con un logotipo…",19 kB (2261 palabras) - 15:29 19 may 2023
Universidad John Moores,"the Arts, en Barcelona, España, que alberga las Artes Escénicas: Acting, Musical Theater, Dance y Modern Music La universidad está dividida en seis facultades…",12 kB (1384 palabras) - 21:28 3 jun 2023
Universidad de Chernivtsí,La Universidad Nacional Yuriy Fedkovych de Chernivtsí (en ucraniano: Чернівецький національний університет імені Юрія Федьковича) es una universidad pública…,20 kB (2014 palabras) - 23:05 30 may 2023
Universidad Fernando III,"La Universidad CEU Fernando III es una universidad privada ubicada en Sevilla, Andalucía (España). Su nombre rinde homenaje al Rey Fernando el Santo.[1]…",4 kB (355 palabras) - 08:48 24 abr 2023
Universidad Andrews,"La Universidad Andrews es una universidad Adventista del Séptimo Día situada en Berrien Springs, Míchigan. Se fundó en 1874 como Battle Creek College en…",14 kB (1831 palabras) - 06:14 11 ago 2022
Universidad Pontificia Colegio Máximo de San Miguel,La Universidad Pontificia Colegio Máximo de San Miguel fue la institución de educación superior que funcionó en Santiago de Chile entre 1625 y 1767 (125…,6 kB (580 palabras) - 11:49 24 oct 2022
Universidad de San Buenaventura,"La Universidad de San Buenaventura es una universidad privada, sujeta a inspección y vigilancia por medio de la Ley 1740 de 2014 y la ley 30 de 1992 del…",24 kB (2668 palabras) - 10:04 15 mar 2023
Universidad autónoma,Bucaramanga Universidad Autónoma de Colombia Universidad Autónoma de Occidente Universidad Autónoma de Manizales Universidad Autónoma del Caribe Universidad Autónoma…,5 kB (418 palabras) - 02:34 31 ene 2023
